event_date,site_id,equipment_id,equipment_type,event_type
2025-12-22,S001,EQX1003,Excavator,Rental End
2025-12-22,S001,EQX1054,Grader,Rental End
2025-12-22,S003,EQX1092,Loader,Rental End
2025-12-22,S005,EQX1032,Bulldozer,Rental End
2025-12-22,S007,EQX1034,Bulldozer,Rental End
2025-12-22,S008,EQX1037,Bulldozer,Rental End
2025-12-22,S008,EQX1006,Excavator,Rental End
2025-12-22,S008,EQX1026,Excavator,Rental End
2025-12-22,S008,EQX1085,Loader,Rental End
2025-12-22,S009,EQX1062,Grader,Rental End
2025-12-22,S010,EQX1039,Bulldozer,Rental End
2025-12-22,S010,EQX1069,Crane,Rental End
2025-12-22,S010,EQX1072,Crane,Rental End
2025-12-23,S003,EQX1044,Bulldozer,Rental Start
2025-12-23,S003,EQX1018,Excavator,Rental Start
2025-12-23,S007,EQX1087,Loader,Rental Start
2025-12-23,S008,EQX1068,Crane,Rental Start
2025-12-23,S010,EQX1021,Excavator,Rental Start
2025-12-24,S001,EQX1101,Loader,Rental Start
2025-12-24,S002,EQX1060,Grader,Rental Start
2025-12-24,S008,EQX1051,Grader,Rental Start
2025-12-25,S002,EQX1067,Crane,Rental Start
2025-12-25,S002,EQX1069,Crane,Rental Start
2025-12-25,S004,EQX1085,Loader,Rental Start
2025-12-25,S004,EQX1094,Loader,Rental Start
2025-12-25,S007,EQX1105,Roller,Rental Start
2025-12-25,S008,EQX1111,Roller,Rental Start
